fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,R/W,quality
6.7,0.310,0.44,6.7,0.054,29,160,0.99520,3.04,0.44,9.6,W,5
6.7,0.320,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,W,6
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,W,5
6.7,0.330,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,W,6
6.7,0.330,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,W,8
6.7,0.330,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,W,8
6.7,0.330,0.42,6.4,0.058,27,151,0.99540,3.16,0.44,9.6,W,5
6.7,0.330,0.49,1.6,0.167,20,94,0.99140,3.11,0.50,11.4,W,6
6.7,0.340,0.26,1.9,0.038,58,138,0.98930,3.00,0.47,12.2,W,7
6.7,0.340,0.30,8.5,0.059,24,152,0.99615,3.46,0.64,11.0,W,7
6.7,0.340,0.30,15.6,0.054,51,196,0.99820,3.19,0.49,9.3,W,5
6.7,0.340,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,W,5
6.7,0.340,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,W,5
6.7,0.340,0.40,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,W,7
6.7,0.340,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,W,6
6.7,0.340,0.54,16.3,0.047,44,181,0.99870,3.04,0.56,8.8,W,5
6.7,0.350,0.32,9.0,0.032,29,113,0.99188,3.13,0.65,12.9,W,7
6.7,0.350,0.32,9.0,0.032,29,113,0.99188,3.13,0.65,12.9,W,7
6.7,0.350,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,W,5
6.7,0.350,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,W,5
6.7,0.360,0.26,7.9,0.034,39,123,0.99119,2.99,0.30,12.2,W,7
6.7,0.360,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,W,6
6.7,0.360,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,W,6
6.7,0.370,0.25,2.5,0.028,24,84,0.99090,3.14,0.36,11.7,W,6
6.7,0.370,0.25,2.5,0.028,24,84,0.99090,3.14,0.36,11.7,W,6
6.7,0.370,0.41,6.3,0.061,22,149,0.99530,3.16,0.47,9.6,W,6
6.7,0.380,0.26,9.6,0.036,35,91,0.99190,2.98,0.37,12.4,W,6
6.7,0.390,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,W,5
6.7,0.390,0.31,2.7,0.054,27,202,0.99480,3.46,0.57,10.5,W,6
6.7,0.400,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,W,5
6.7,0.400,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,W,5
6.7,0.410,0.01,2.8,0.048,39,137,0.99420,3.24,0.35,9.5,W,5
6.7,0.410,0.24,5.4,0.035,33,115,0.99010,3.12,0.44,12.9,W,7
6.7,0.410,0.24,5.4,0.035,33,115,0.99010,3.12,0.44,12.9,W,7
6.7,0.410,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,W,6
6.7,0.410,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,W,6
6.7,0.410,0.34,9.2,0.049,29,150,0.99680,3.22,0.51,9.1,W,5
6.7,0.410,0.34,9.2,0.049,29,150,0.99680,3.22,0.51,9.1,W,5
6.7,0.420,0.39,12.1,0.040,61,248,0.99794,3.31,0.58,9.7,W,5
6.7,0.420,0.39,12.1,0.040,61,248,0.99794,3.31,0.58,9.7,W,5
6.7,0.420,0.46,9.7,0.054,67,234,0.99848,3.23,0.50,9.0,W,5
6.7,0.420,0.46,9.7,0.054,67,234,0.99848,3.23,0.50,9.0,W,5
6.7,0.430,0.23,5.0,0.157,49,145,0.99471,3.17,0.49,9.4,W,5
6.7,0.440,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,W,7
6.7,0.440,0.31,1.9,0.030,41,104,0.99000,3.29,0.62,12.6,W,7
6.7,0.450,0.30,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,W,6
6.7,0.460,0.18,2.4,0.034,25,98,0.98960,3.08,0.44,12.6,W,7
6.7,0.460,0.21,4.0,0.034,12,88,0.99016,3.26,0.54,13.0,W,6
6.7,0.460,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,W,7
6.7,0.470,0.29,4.8,0.034,29,134,0.99056,3.29,0.46,13.0,W,7
6.7,0.470,0.34,8.9,0.043,31,172,0.99640,3.22,0.60,9.2,W,5
6.7,0.470,0.34,8.9,0.043,31,172,0.99640,3.22,0.60,9.2,W,5
6.7,0.480,0.32,1.4,0.021,22,121,0.98890,3.15,0.53,12.7,W,7
6.7,0.480,0.32,1.4,0.021,22,121,0.98890,3.15,0.53,12.7,W,7
6.7,0.480,0.49,2.9,0.030,28,122,0.98926,3.13,0.40,13.0,W,6
6.7,0.480,0.49,2.9,0.030,28,122,0.98926,3.13,0.40,13.0,W,6
6.7,0.500,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,W,5
6.7,0.500,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,W,5
6.7,0.500,0.63,13.4,0.078,81,238,0.99880,3.08,0.44,9.2,W,5
6.7,0.510,0.24,2.1,0.043,14,155,0.99040,3.22,0.60,13.0,W,6
6.7,0.530,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,W,6
6.7,0.540,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,W,4
6.7,0.540,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,W,4
6.7,0.540,0.28,5.4,0.060,21,105,0.99490,3.27,0.37,9.0,W,5
6.7,0.610,0.21,1.7,0.117,40,240,0.99380,3.11,0.57,9.3,W,5
6.7,0.620,0.24,1.1,0.039,6,62,0.99340,3.41,0.32,10.4,W,5
6.7,0.640,0.30,1.2,0.030,18,76,0.98920,3.16,0.60,12.9,W,4
6.7,0.660,0.00,13.0,0.033,32,75,0.99551,3.15,0.50,10.7,W,6
6.8,0.110,0.27,8.6,0.044,45,104,0.99454,3.20,0.37,9.9,W,6
6.8,0.110,0.27,8.6,0.044,45,104,0.99454,3.20,0.37,9.9,W,6
6.8,0.110,0.27,8.6,0.044,45,104,0.99454,3.20,0.37,9.9,W,6
6.8,0.110,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,W,7
6.8,0.120,0.30,12.9,0.049,32,88,0.99654,3.20,0.35,9.9,W,6
6.8,0.120,0.31,5.2,0.045,29,120,0.99420,3.41,0.46,9.8,W,7
6.8,0.130,0.39,1.4,0.034,19,102,0.99121,3.23,0.60,11.3,W,7
6.8,0.140,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,W,6
6.8,0.140,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,W,6
6.8,0.140,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,W,6
6.8,0.140,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,W,6
6.8,0.150,0.30,5.3,0.050,40,127,0.99420,3.40,0.39,9.7,W,6
6.8,0.150,0.32,8.8,0.058,24,110,0.99720,3.40,0.40,8.8,W,6
6.8,0.150,0.33,4.7,0.059,31,118,0.99560,3.43,0.39,9.0,W,7
6.8,0.150,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,W,6
6.8,0.150,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,W,6
6.8,0.150,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,W,6
6.8,0.150,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,W,6
6.8,0.160,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,W,6
6.8,0.160,0.29,10.4,0.046,59,143,0.99518,3.20,0.40,10.8,W,6
6.8,0.160,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,W,6
6.8,0.160,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,W,6
6.8,0.160,0.40,2.3,0.037,18,102,0.99230,3.49,0.42,11.4,W,7
6.8,0.170,0.17,5.1,0.049,26,82,0.99300,3.00,0.38,9.8,W,6
6.8,0.170,0.17,5.1,0.049,26,82,0.99300,3.00,0.38,9.8,W,6
6.8,0.170,0.32,1.4,0.040,35,106,0.99026,3.16,0.66,12.0,W,5
6.8,0.170,0.34,2.0,0.040,38,111,0.99000,3.24,0.45,12.9,W,6
6.8,0.170,0.34,2.0,0.040,38,111,0.99000,3.24,0.45,12.9,W,6
6.8,0.170,0.35,1.8,0.040,29,84,0.98961,2.91,0.57,12.0,W,7
6.8,0.170,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12.0,W,6
6.8,0.170,0.74,2.4,0.053,61,182,0.99530,3.63,0.76,10.5,W,6
6.8,0.180,0.21,5.4,0.053,34,104,0.99445,3.30,0.43,9.4,W,5
6.8,0.180,0.24,9.8,0.058,64,188,0.99520,3.13,0.51,10.6,W,6
6.8,0.180,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11.0,W,7
6.8,0.180,0.28,8.5,0.047,52,242,0.99520,3.22,0.53,10.5,W,6
6.8,0.180,0.28,8.7,0.047,52,242,0.99520,3.22,0.53,10.5,W,6
6.8,0.180,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,W,7
6.8,0.180,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,W,7
6.8,0.180,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,W,7
6.8,0.180,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.30,12.8,0.062,19,171,0.99808,3.00,0.52,9.0,W,7
6.8,0.180,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,W,6
6.8,0.180,0.35,5.4,0.054,53,143,0.99287,3.10,0.54,11.0,W,7
6.8,0.180,0.35,5.4,0.054,53,143,0.99287,3.10,0.54,11.0,W,7
6.8,0.180,0.37,1.5,0.027,37,93,0.99200,3.30,0.45,10.8,W,6
6.8,0.180,0.37,1.6,0.055,47,154,0.99340,3.08,0.45,9.1,W,5
6.8,0.180,0.38,1.4,0.038,35,111,0.99180,3.32,0.59,11.2,W,7
6.8,0.180,0.46,1.4,0.064,37,160,0.99240,3.37,0.45,11.1,W,5
6.8,0.190,0.23,5.1,0.034,71,204,0.99420,3.23,0.69,10.1,W,5
6.8,0.190,0.32,7.1,0.019,54,188,0.99350,3.25,0.37,11.1,W,8
6.8,0.190,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,W,7
6.8,0.190,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,W,7
6.8,0.190,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11.0,W,6
6.8,0.190,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11.0,W,6
6.8,0.190,0.34,1.9,0.040,41,108,0.99000,3.25,0.45,12.9,W,6
6.8,0.190,0.36,1.9,0.035,30,96,0.99170,3.15,0.54,10.8,W,7
6.8,0.190,0.40,9.9,0.055,41,103,0.99532,2.98,0.56,10.5,W,6
6.8,0.190,0.40,9.9,0.055,41,103,0.99532,2.98,0.56,10.5,W,6
6.8,0.190,0.58,14.2,0.038,51,164,0.99750,3.12,0.48,9.6,W,6
6.8,0.190,0.71,17.5,0.042,21,114,0.99784,2.85,0.50,9.5,W,6
6.8,0.190,0.71,17.5,0.042,21,114,0.99784,2.85,0.50,9.5,W,6
6.8,0.190,0.71,17.5,0.042,21,114,0.99784,2.85,0.50,9.5,W,6
6.8,0.200,0.25,6.2,0.052,22,106,0.99350,3.09,0.54,10.8,W,5
6.8,0.200,0.27,1.2,0.034,19,68,0.99020,3.14,0.37,11.7,W,4
6.8,0.200,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,W,6
6.8,0.200,0.36,1.6,0.028,7,46,0.99175,3.21,0.60,10.9,W,6
6.8,0.200,0.38,4.7,0.040,27,103,0.99400,3.37,0.58,10.7,W,6
6.8,0.200,0.59,0.9,0.147,38,132,0.99300,3.05,0.38,9.1,W,6
6.8,0.210,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,W,7
6.8,0.210,0.27,2.1,0.030,26,139,0.99000,3.16,0.61,12.6,W,7
6.8,0.210,0.27,18.2,0.042,41,146,1.00010,3.30,0.36,8.7,W,5
6.8,0.210,0.27,18.2,0.042,41,146,1.00010,3.30,0.36,8.7,W,5
6.8,0.210,0.27,18.2,0.042,41,146,1.00010,3.30,0.36,8.7,W,5
6.8,0.210,0.31,2.9,0.046,40,121,0.99130,3.07,0.65,10.9,W,7
6.8,0.210,0.31,2.9,0.046,40,121,0.99130,3.07,0.65,10.9,W,7
6.8,0.210,0.36,18.1,0.046,32,133,1.00000,3.27,0.48,8.8,W,5
6.8,0.210,0.36,18.1,0.046,32,133,1.00000,3.27,0.48,8.8,W,5
6.8,0.210,0.36,18.1,0.046,32,133,1.00000,3.27,0.48,8.8,W,5
6.8,0.210,0.37,7.0,0.038,27,107,0.99206,2.98,0.82,11.5,W,6
6.8,0.210,0.40,6.3,0.032,40,121,0.99214,3.18,0.53,12.0,W,7
6.8,0.210,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,W,6
6.8,0.210,0.49,14.5,0.060,50,170,0.99910,3.55,0.44,9.8,W,6
6.8,0.210,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,W,5
6.8,0.210,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,W,5
6.8,0.210,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,W,5
6.8,0.210,0.74,1.2,0.047,25,111,0.99160,3.13,0.41,10.7,W,6
6.8,0.220,0.24,4.9,0.092,30,123,0.99510,3.03,0.46,8.6,W,6
6.8,0.220,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,W,5
6.8,0.220,0.29,8.9,0.046,82,188,0.99550,3.30,0.44,10.3,W,6
6.8,0.220,0.30,10.6,0.070,67,194,0.99654,2.89,0.42,9.0,W,6
6.8,0.220,0.30,13.6,0.055,50,180,0.99840,3.44,0.39,9.8,W,5
6.8,0.220,0.31,1.4,0.053,34,114,0.99290,3.39,0.77,10.6,W,6
6.8,0.220,0.31,6.3,0.035,33,170,0.99180,3.24,0.66,12.6,W,6
6.8,0.220,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,W,8
6.8,0.220,0.32,5.9,0.054,40,152,0.99380,3.20,0.57,10.8,W,6
6.8,0.220,0.35,5.5,0.043,21,114,0.99380,3.30,0.53,10.7,W,7
6.8,0.220,0.35,17.5,0.039,38,153,0.99940,3.24,0.42,9.0,W,6
6.8,0.220,0.35,17.5,0.039,38,153,0.99940,3.24,0.42,9.0,W,6
6.8,0.220,0.36,1.2,0.052,38,127,0.99330,3.04,0.54,9.2,W,5
6.8,0.220,0.37,1.7,0.036,38,195,0.99080,3.35,0.72,12.5,W,6
6.8,0.220,0.37,15.2,0.051,68,178,0.99935,3.40,0.85,9.3,W,6
6.8,0.220,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,W,6
6.8,0.220,0.49,0.9,0.052,26,128,0.99100,3.25,0.35,11.4,W,6
6.8,0.230,0.29,12.2,0.035,38,236,0.99760,3.35,0.52,9.8,W,6
6.8,0.230,0.29,15.4,0.073,56,173,0.99840,3.06,0.41,8.7,W,6
6.8,0.230,0.29,15.4,0.073,56,173,0.99840,3.06,0.41,8.7,W,6
6.8,0.230,0.30,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,W,7
6.8,0.230,0.30,7.0,0.044,42,179,0.99460,3.25,0.56,10.6,W,6
6.8,0.230,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,W,7
6.8,0.230,0.32,1.6,0.026,43,147,0.99040,3.29,0.54,12.5,W,6
6.8,0.230,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,W,6
6.8,0.230,0.33,1.9,0.047,20,101,0.99140,3.10,0.46,11.1,W,6
6.8,0.230,0.39,16.1,0.053,71,194,0.99880,3.18,0.64,10.2,W,6
6.8,0.230,0.40,1.6,0.047,5,133,0.99300,3.23,0.70,11.4,W,6
6.8,0.230,0.42,7.4,0.044,56,189,0.99580,3.22,0.48,9.3,W,6
6.8,0.230,0.42,7.4,0.044,56,189,0.99580,3.22,0.48,9.3,W,6
6.8,0.230,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,W,6
6.8,0.240,0.29,2.0,0.044,15,96,0.99232,3.23,0.64,10.4,W,8
6.8,0.240,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,W,6
6.8,0.240,0.31,18.3,0.046,40,142,1.00000,3.30,0.41,8.7,W,5
6.8,0.240,0.31,18.3,0.046,40,142,1.00000,3.30,0.41,8.7,W,5
6.8,0.240,0.33,3.2,0.049,68,161,0.99324,3.10,0.69,10.2,W,6
6.8,0.240,0.34,2.7,0.047,64.5,218.5,0.99340,3.30,0.58,9.7,W,6
6.8,0.240,0.34,4.6,0.032,37,135,0.99270,3.20,0.39,10.6,W,5
6.8,0.240,0.34,5.1,0.038,31,99,0.99210,3.24,0.46,11.8,W,6
6.8,0.240,0.35,6.4,0.048,44,172,0.99440,3.29,0.55,10.5,W,7
6.8,0.240,0.37,7.5,0.043,59,188,0.99579,3.20,0.50,9.4,W,6
6.8,0.240,0.38,8.3,0.045,50,185,0.99578,3.15,0.50,9.5,W,6
6.8,0.240,0.40,1.8,0.047,34,105,0.99000,3.13,0.49,12.8,W,8
6.8,0.240,0.49,19.3,0.057,55,247,1.00055,3.00,0.56,8.7,W,5
6.8,0.250,0.18,1.4,0.056,13,137,0.99350,3.11,0.42,9.5,W,5
6.8,0.250,0.18,1.4,0.056,13,137,0.99350,3.11,0.42,9.5,W,5
6.8,0.250,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,W,5
6.8,0.250,0.24,4.6,0.053,41,211,0.99550,3.37,0.67,9.5,W,6
6.8,0.250,0.27,10.7,0.076,47,154,0.99670,3.05,0.38,9.0,W,5
6.8,0.250,0.27,10.7,0.076,47,154,0.99670,3.05,0.38,9.0,W,5
6.8,0.250,0.28,5.0,0.035,42,126,0.99048,3.12,0.38,12.6,W,7
6.8,0.250,0.29,2.0,0.042,19,189,0.99520,3.46,0.54,10.2,W,6
6.8,0.250,0.30,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,W,6
6.8,0.250,0.31,13.3,0.050,69,202,0.99720,3.22,0.48,9.7,W,6
6.8,0.250,0.34,4.7,0.031,34,134,0.99270,3.21,0.38,10.6,W,6
6.8,0.250,0.34,4.7,0.031,34,134,0.99270,3.21,0.38,10.6,W,6
6.8,0.250,0.34,14.0,0.032,47,133,0.99520,3.37,0.50,12.2,W,7
6.8,0.250,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,W,6
6.8,0.250,0.38,8.1,0.046,24,155,0.99560,3.33,0.59,10.2,W,6
6.8,0.260,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,W,5
6.8,0.260,0.22,7.7,0.047,57,210,0.99590,3.10,0.47,9.0,W,5
6.8,0.260,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,W,5
6.8,0.260,0.24,7.8,0.052,54,214,0.99610,3.13,0.47,8.9,W,5
6.8,0.260,0.24,7.8,0.052,54,214,0.99610,3.13,0.47,8.9,W,5
6.8,0.260,0.26,2.0,0.019,23.5,72,0.99041,3.16,0.47,11.8,W,6
6.8,0.260,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,W,6
6.8,0.260,0.29,17.0,0.056,48,179,0.99980,3.45,0.40,9.6,W,5
6.8,0.260,0.32,7.0,0.041,38,118,0.99390,3.25,0.52,10.8,W,6
6.8,0.260,0.33,1.5,0.047,44,167,0.99280,3.12,0.44,10.5,W,6
6.8,0.260,0.34,13.9,0.034,39,134,0.99490,3.33,0.53,12.0,W,6
6.8,0.260,0.34,15.1,0.060,42,162,0.99705,3.24,0.52,10.5,W,3
6.8,0.260,0.40,7.5,0.046,45,179,0.99583,3.20,0.49,9.3,W,5
6.8,0.260,0.42,1.7,0.049,41,122,0.99300,3.47,0.48,10.5,W,8
6.8,0.260,0.43,11.8,0.045,53,198,0.99690,3.26,0.55,9.5,W,5
6.8,0.260,0.44,8.2,0.046,52,183,0.99584,3.20,0.51,9.4,W,5
6.8,0.260,0.44,8.2,0.046,52,183,0.99584,3.20,0.51,9.4,W,5
6.8,0.260,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,W,5
6.8,0.260,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,W,6
6.8,0.260,0.56,11.9,0.043,64,226,0.99700,3.02,0.63,9.3,W,5
6.8,0.270,0.12,1.3,0.040,87,168,0.99200,3.18,0.41,10.0,W,5
6.8,0.270,0.12,1.3,0.040,87,168,0.99200,3.18,0.41,10.0,W,5
6.8,0.270,0.22,8.1,0.034,55,203,0.99610,3.19,0.52,8.9,W,5
6.8,0.270,0.22,17.8,0.034,16,116,0.99890,3.07,0.53,9.2,W,5
6.8,0.270,0.22,17.8,0.034,16,116,0.99890,3.07,0.53,9.2,W,5
6.8,0.270,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,W,6
6.8,0.270,0.26,16.1,0.049,55,196,0.99840,3.15,0.50,9.3,W,5
6.8,0.270,0.28,7.8,0.038,26,89,0.99150,3.24,0.34,12.5,W,6
6.8,0.270,0.28,13.3,0.076,50,163,0.99790,3.03,0.38,8.6,W,6
6.8,0.270,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,W,4
6.8,0.270,0.30,13.0,0.047,69,160,0.99705,3.16,0.50,9.6,W,6
6.8,0.270,0.30,13.0,0.047,69,160,0.99705,3.16,0.50,9.6,W,6
6.8,0.270,0.30,13.0,0.047,69,160,0.99705,3.16,0.50,9.6,W,6
6.8,0.270,0.30,13.0,0.047,69,160,0.99705,3.16,0.50,9.6,W,6
6.8,0.270,0.32,1.5,0.044,19,142,0.99210,3.10,0.43,9.9,W,6
6.8,0.270,0.35,7.8,0.048,76,197,0.99590,3.24,0.43,9.5,W,6
6.8,0.270,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,W,6
6.8,0.270,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,W,6
6.8,0.270,0.49,1.2,0.044,35,126,0.99000,3.13,0.48,12.1,W,7
6.8,0.280,0.17,13.9,0.047,49,162,0.99830,3.21,0.51,9.0,W,6
6.8,0.280,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,W,6
6.8,0.280,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,W,6
6.8,0.280,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,W,6
6.8,0.280,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,W,5
6.8,0.280,0.35,2.3,0.042,16,85,0.99060,3.19,0.56,12.4,W,6
6.8,0.280,0.36,1.6,0.040,25,87,0.99240,3.23,0.66,10.3,W,6
6.8,0.280,0.36,7.0,0.043,60,207,0.99556,3.16,0.49,9.6,W,6
6.8,0.280,0.36,8.0,0.045,28,123,0.99280,3.02,0.37,11.4,W,6
6.8,0.280,0.37,7.0,0.057,35,208,0.99730,3.57,0.55,10.2,W,5
6.8,0.280,0.39,1.4,0.036,15,115,0.99180,3.27,0.72,11.7,W,5
6.8,0.280,0.40,22.0,0.048,48,167,1.00100,2.93,0.50,8.7,W,5
6.8,0.280,0.40,22.0,0.048,48,167,1.00100,2.93,0.50,8.7,W,5
6.8,0.280,0.43,7.6,0.030,30,110,0.99164,3.08,0.59,12.5,W,8
6.8,0.280,0.43,7.6,0.030,30,110,0.99164,3.08,0.59,12.5,W,8
6.8,0.280,0.44,9.3,0.031,35,137,0.99460,3.16,0.36,10.4,W,6
6.8,0.280,0.44,11.5,0.040,58,223,0.99690,3.22,0.56,9.5,W,5
6.8,0.280,0.60,1.1,0.132,42,127,0.99340,3.09,0.44,9.1,W,6
6.8,0.290,0.16,1.4,0.038,122.5,234.5,0.99220,3.15,0.47,10.0,W,4
6.8,0.290,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,W,6
6.8,0.290,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,W,6
6.8,0.290,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,W,5
6.8,0.290,0.49,1.4,0.142,52,148,0.99370,3.08,0.49,9.0,W,6
6.8,0.290,0.50,13.3,0.053,48,194,0.99740,3.09,0.45,9.4,W,5
6.8,0.290,0.50,13.3,0.053,48,194,0.99740,3.09,0.45,9.4,W,5
6.8,0.290,0.56,11.9,0.043,66,230,0.99720,3.02,0.63,9.3,W,5
6.8,0.300,0.22,6.2,0.060,41,190,0.99858,3.18,0.51,9.2,W,5
6.8,0.300,0.23,4.6,0.061,50.5,238.5,0.99580,3.32,0.60,9.5,W,5
6.8,0.300,0.24,6.6,0.123,35,116,0.99530,3.07,0.48,9.4,W,5
6.8,0.300,0.24,6.6,0.123,35,116,0.99530,3.07,0.48,9.4,W,5
6.8,0.300,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,W,6
6.8,0.300,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,W,6
6.8,0.300,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,W,6
6.8,0.300,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,W,7
6.8,0.300,0.33,12.8,0.041,60,168,0.99659,3.10,0.56,9.8,W,5
6.8,0.300,0.33,12.8,0.041,60,168,0.99659,3.10,0.56,9.8,W,5
6.8,0.300,0.35,2.8,0.038,10,164,0.99120,3.09,0.53,12.0,W,6
6.8,0.300,0.35,2.8,0.038,10,164,0.99120,3.09,0.53,12.0,W,6
6.8,0.310,0.09,1.4,0.040,56,145,0.99220,3.19,0.46,10.0,W,5
6.8,0.310,0.19,3.5,0.086,30,130,0.99300,2.83,0.44,9.6,W,5
6.8,0.310,0.19,3.5,0.086,30,130,0.99300,2.83,0.44,9.6,W,5
6.8,0.310,0.25,10.5,0.043,30,165,0.99720,3.36,0.55,10.6,W,6
6.8,0.310,0.30,8.0,0.028,33,122,0.99164,3.13,0.63,12.6,W,7
6.8,0.310,0.30,8.0,0.028,33,122,0.99164,3.13,0.63,12.6,W,7
6.8,0.310,0.32,7.6,0.052,35,143,0.99590,3.14,0.38,9.0,W,5
6.8,0.310,0.32,7.6,0.052,35,143,0.99590,3.14,0.38,9.0,W,5
6.8,0.310,0.42,6.9,0.046,50,173,0.99580,3.19,0.46,9.0,W,5
6.8,0.320,0.18,7.5,0.041,71,223,0.99590,3.14,0.41,8.9,W,5
6.8,0.320,0.18,7.5,0.041,71,223,0.99590,3.14,0.41,8.9,W,5
6.8,0.320,0.21,2.2,0.044,15,68,0.99320,3.17,0.39,9.4,W,6
6.8,0.320,0.21,2.2,0.044,15,68,0.99320,3.17,0.39,9.4,W,6
